net,length_um
analog_io2,4660.39
io_in[8],4439.13
io_in[13],4385.86
io_in[9],4346.16
io_in[10],4253.22
io_in[11],4160.74
io_in[12],4067.58
analog_io[16],3501.85
analog_io[14],3275.43
