net,length_um
io_in[13],5433.4
io_in[12],5266.9
io_in[11],5088.5
io_in[10],4922
io_oeb[21],4755.51
io_in[9],4750.86
io_oeb[13],4741.96
io_in[8],4579.48
io_oeb[12],4564.7
io_oeb[22],4509.65
io_oeb[11],4389.92
io_oeb[23],4333.71
io_oeb[10],4216.06
io_oeb[9],4041.96
io_oeb[8],3867.64
analog_io[16],3493.69
analog_io[15],3350.59
analog_io[14],3233.71
