net,length_um
net8,1463.79
SEL2,1124.93
net3,810.24
net2,777.84
net5,663.45
net1,633.845
net7,589.31
net4,449.435
net6,322.66
io_in[2],10.22
io_in[0],8.72
io_in[1],8.72
io_in[3],8.72
io_in[4],8.72
analog_io3,6.31
analog_io1,5.97
analog_io2,4.95
